guide_id,disaster_type,title,content,easy_content,keywords,source
297,한파,한파 발생 시,1. 일반 가정에서는 가족들과 함께,1. 일반 가정에서는 가족들과 함께,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
298,한파,한파 발생 시,2. 자동차 운전 중에는 가족이나 동승자가 함께,2. 자동차 운전 중에는 가족이나 동승자가 함께,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
299,한파,한파 사전준비,2. 저체온증 등 한랭질환의 증상과 가까운 병원 연락처 등을 가족이나 이웃과 함께 사전에 파악하고 어떻게 조치해야 하는지를 알아둡니다.,2. 저체온증 등 한랭질환의 증상과 가까운 병원 연락처 등을 가족이나 이웃과 함께 사전에 파악하고 어떻게 조치해야 하는지를 알아둡니다.,한파 한파 한파 사전준비 한파,자연재난 국민행동요령
300,한파,한파 발생 시,3. 농·어촌에서는 가족이나 지역 주민과 함께,3. 농·어촌에서는 가족이나 지역 주민과 함께,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
301,한파,한파 사전준비,3. 한파예보에 맞추어 추위에 필요한 용품이나 준비사항을 가족이나 이웃과 함께 확인하고 정보를 공유합니다.,3. 한파예보에 맞추어 추위에 필요한 용품이나 준비사항을 가족이나 이웃과 함께 확인하고 정보를 공유합니다.,한파 한파 한파 사전준비 한파,자연재난 국민행동요령
302,한파,한파 사전준비,4. 한파 안전 상식,4. 한파 안전 상식,한파 한파 한파 사전준비 한파,자연재난 국민행동요령
303,한파,한파 사전준비,5. 취약계층 안전 확인,5. 취약계층 안전 확인,한파 한파 한파 사전준비 한파,자연재난 국민행동요령
304,한파,한파 발생 시,"TV, 라디오, 인터넷 등에서 한파가 예보된 때에는 최대한 야외활동을 자제하고 주변의 독거노인 등 건강이 염려되는 분들의 안부를 살펴봅니다.","TV, 라디오, 인터넷 등에서 한파가 예보된 때에는 최대한 야외활동을 자제하고 주변의 독거노인 등 건강이 염려되는 분들의 안부를 살펴봅니다.",한파 한파 한파 발생 시 한파,자연재난 국민행동요령
305,한파,한파 발생 시,① 보폭을 평소보다 10~20% 줄입니다.,① 보폭을 평소보다 10~20% 줄입니다.,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
306,한파,한파 발생 시,② 굽이 낮은 미끄럼 방지 밑창 신발을 신습니다.,② 굽이 낮은 미끄럼 방지 밑창 신발을 신습니다.,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
307,한파,한파 발생 시,"③ 옷 주머니에 손을 넣거나, 스마트폰을 보면서 걷지 않습니다.","③ 옷 주머니에 손을 넣거나, 스마트폰을 보면서 걷지 않습니다.",한파 한파 한파 발생 시 한파,자연재난 국민행동요령
308,한파,한파 발생 시,④ 가능한 한 손에 물건을 들고 다니지 않습니다.,④ 가능한 한 손에 물건을 들고 다니지 않습니다.,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
309,한파,한파 발생 시,"⑤ 응달진 곳을 피하고, 급격한 회전을 하지 않습니다.","⑤ 응달진 곳을 피하고, 급격한 회전을 하지 않습니다.",한파 한파 한파 발생 시 한파,자연재난 국민행동요령
310,한파,한파 발생 시,⑥ 움직임을 둔하게 하는 무겁고 두꺼운 외투는 피합니다.,⑥ 움직임을 둔하게 하는 무겁고 두꺼운 외투는 피합니다.,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
311,한파,한파 발생 시,⑦ 넘어질 때는 무릎으로 주저 앉으면서 옆으로 굴러 피해를 최소화합니다.,⑦ 넘어질 때는 무릎으로 주저 앉으면서 옆으로 굴러 피해를 최소화합니다.,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
312,한파,한파 발생 시,"⑧ 진정제, 수면제 등 어지럼 유발 약물 복용자는 외출을 삼갑니다.","⑧ 진정제, 수면제 등 어지럼 유발 약물 복용자는 외출을 삼갑니다.",한파 한파 한파 발생 시 한파,자연재난 국민행동요령
313,한파,한파 발생 시,《 빙판길 낙상사고 줄이는 요령 》,《 빙판길 낙상사고 줄이는 요령 》,한파 한파 한파 발생 시 한파,자연재난 국민행동요령
314,한파,한파 사전준비,"한파는 저체온증, 동상, 동창 등의 한랭질환을 유발할 수 있으며, 심하면 사망에 이르게 됩니다. 뿐만 아니라 농·축·수산 분야의 재산피해와 전력 급증으로 생활불편을 초래하기도 합니다. 겨울철에는 다음 사항을 숙지하여 가족이나 이웃과 함께 피해를 사전에 예방할 수 있도록 미리 준비합니다.","한파는 저체온증, 동상, 동창 등의 한랭질환을 유발할 수 있으며, 심하면 사망에 이르게 됩니다. 뿐만 아니라 농·축·수산 분야의 재산피해와 전력 급증으로 생활불편을 초래하기도 합니다. 겨울철에는 다음 사항을 숙지하여 가족이나 이웃과 함께 피해를 사전에 예방할 수 있도록 미리 준비합니다.",한파 한파 한파 사전준비 한파,자연재난 국민행동요령
315,풍랑,풍랑특보 시 국민행동요령,"TV, 라디오 등을 통해 풍랑정보를 수시로 확인하고 관공서의 재난 예·경보를 청취합시다.","TV, 라디오 등을 통해 풍랑정보를 수시로 확인하고 관공서의 재난 예·경보를 청취합시다.",풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
316,풍랑,풍랑특보 시 국민행동요령,"높은 파도가 발생할 위험이 있는 방파제, 방조제 등에 가지 맙시다.","높은 파도가 발생할 위험이 있는 방파제, 방조제 등에 가지 맙시다.",풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
317,풍랑,풍랑특보 시 국민행동요령,수산 증·양식시설을 고정하고 지지대로 보강하여 높은 파도와 강풍에 유실되지 않도록 사전 조치합시다.,수산 증·양식시설을 고정하고 지지대로 보강하여 높은 파도와 강풍에 유실되지 않도록 사전 조치합시다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
318,풍랑,풍랑특보 시 국민행동요령,양식자재·해상작업대 등은 안전한 장소로 미리 이동 조치합시다.,양식자재·해상작업대 등은 안전한 장소로 미리 이동 조치합시다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
319,풍랑,풍랑특보 시 국민행동요령,지붕 위나 바깥에서의 작업은 위험하니 피해야 합니다.,지붕 위나 바깥에서의 작업은 위험하니 피해야 합니다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
320,풍랑,풍랑특보 시 국민행동요령,집 안팎의 전기수리는 하지 맙시다.,집 안팎의 전기수리는 하지 맙시다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
321,풍랑,풍랑특보 시 국민행동요령,파도에 휩쓸릴 위험이 있으니 바닷가로 나가지 않도록 주의합니다.,파도에 휩쓸릴 위험이 있으니 바닷가로 나가지 않도록 주의합니다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
322,풍랑,풍랑특보 시 국민행동요령,"풍량 경보 : 경보 : 해상풍속 21m/s 이상(3시간 이상 지속), 유의 파고 5m 초과","풍량 경보 : 경보 : 해상풍속 21m/s 이상(3시간 이상 지속), 유의 파고 5m 초과",풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
323,풍랑,풍랑특보 시 국민행동요령,"풍량 주의보 :  해상풍속 14m/s 이상(3시간 이상 지속), 유의 파고 3m 초과","풍량 주의보 :  해상풍속 14m/s 이상(3시간 이상 지속), 유의 파고 3m 초과",풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
324,풍랑,풍랑특보 시 국민행동요령,항해 중 또는 조업 어선은 인근 선박이나 관계기관(어업무선국 등)에 연락하고 대피합시다.,항해 중 또는 조업 어선은 인근 선박이나 관계기관(어업무선국 등)에 연락하고 대피합시다.,풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
325,풍랑,풍랑특보 시 국민행동요령,"해안가의 낚시꾼, 야영객, 행락객 등은 인근의 안전한 곳으로 대피합시다.","해안가의 낚시꾼, 야영객, 행락객 등은 인근의 안전한 곳으로 대피합시다.",풍랑 풍랑 풍랑특보 시 국민행동요령 풍랑,자연재난 국민행동요령
326,낙뢰,황사발생 시 행동요령,"- 2차 오염을 방지하기 위하여 식품가공·조리 시 손을 철저히 씻고 조리도구, 기구 등이 오염되지 않도록 관리하며 주변 환경을 청결히 합니다.","2차 오염을 방지하기 위하여 식품가공·조리 시 손을 철저히 씻고 조리도구, 기구 등이 오염되지 않도록 관리하며 주변 환경을 청결히 합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
327,낙뢰,황사발생 시 행동요령,"- 가능한 한 외출을 삼가고 외출 시에는 보호안경, 마스크, 긴소매 의복을 착용하며 귀가 후에는 손발 등을 깨끗이 씻고 양치질을 합니다.","가능한 한 외출을 삼가고 외출 시에는 보호안경, 마스크, 긴소매 의복을 착용하며 귀가 후에는 손발 등을 깨끗이 씻고 양치질을 합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
328,낙뢰,황사가 지나간 후 행동요령,- 구제역 등의 증세가 나타나는 가축이 발견되면 즉시 신고합니다.,구제역 등의 증세가 나타나는 가축이 발견되면 즉시 신고합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
329,낙뢰,황사 사전준비,- 기상청에서 발표한 기상예보를 분석하여 지역 실정에 맞게 휴업 또는 단축수업을 신중히 검토합니다.,기상청에서 발표한 기상예보를 분석하여 지역 실정에 맞게 휴업 또는 단축수업을 신중히 검토합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
330,낙뢰,황사발생 시 행동요령,"- 노지에 방치·야적된 사료용 건초, 볏짚 등을 비닐이나 천막으로 덮습니다.","노지에 방치·야적된 사료용 건초, 볏짚 등을 비닐이나 천막으로 덮습니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
331,낙뢰,황사 사전준비,- 노지에 방치·야적된 사료용 볏짚 등을 덮을 피복물을 준비합니다.,노지에 방치·야적된 사료용 볏짚 등을 덮을 피복물을 준비합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
332,낙뢰,황사 사전준비,- 동력분무기 등 황사세척용 장비를 점검합니다.,동력분무기 등 황사세척용 장비를 점검합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
333,낙뢰,황사발생 시 행동요령,"- 비닐하우스, 온실 등 시설물의 출입문과 환기창을 닫습니다.  ※ 제조업체 등 사업장에서는 불량률 증가, 기계 고장 등을 방지하기 위한 작업일정 조정·상품포장·청결상태 유지에 유의합니다.","비닐하우스, 온실 등 시설물의 출입문과 환기창을 닫습니다.  ※ 제조업체 등 사업장에서는 불량률 증가, 기계 고장 등을 방지하기 위한 작업일정 조정·상품포장·청결상태 유지에 유의합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
334,낙뢰,황사 사전준비,"- 비닐하우스, 온실 등 시설물의 출입문과 환기창을 점검합니다. ※ 제조업체 등 사업장에서는 자재 및 생산제품의 야적을 억제하고, 어쩔 수 없는 경우 포장을 덮습니다.","비닐하우스, 온실 등 시설물의 출입문과 환기창을 점검합니다. ※ 제조업체 등 사업장에서는 자재 및 생산제품의 야적을 억제하고, 어쩔 수 없는 경우 포장을 덮습니다.",낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
335,낙뢰,황사가 지나간 후 행동요령,"- 비닐하우스·축사 등 시설물, 방목장 사료조, 가축과 접촉되는 기구류 등은 세척하거나 소독을 실시합니다.","비닐하우스·축사 등 시설물, 방목장 사료조, 가축과 접촉되는 기구류 등은 세척하거나 소독을 실시합니다.",낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
336,낙뢰,황사 사전준비,"- 실내 공기정화기, 가습기 등을 준비합니다.","실내 공기정화기, 가습기 등을 준비합니다.",낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
337,낙뢰,황사가 지나간 후 행동요령,- 실내공기를 환기해 줍니다.,실내공기를 환기해 줍니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
338,낙뢰,황사 사전준비,"- 외출 시에는 필요한 보호안경, 마스크, 긴소매 의복 등을 준비합니다.","외출 시에는 필요한 보호안경, 마스크, 긴소매 의복 등을 준비합니다.",낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
339,낙뢰,황사 사전준비,- 운동장 및 방목장에 있는 가축을 대피시킬 수 있도록 준비합니다.,운동장 및 방목장에 있는 가축을 대피시킬 수 있도록 준비합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
340,낙뢰,황사발생 시 행동요령,- 운동장이나 방목장에 있는 가축은 축사 안으로 신속히 대피시켜 황사에 노출되지 않도록 합니다.,운동장이나 방목장에 있는 가축은 축사 안으로 신속히 대피시켜 황사에 노출되지 않도록 합니다.,낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
341,낙뢰,황사발생 시 행동요령,"- 유치원생과 초등학생들의 실외 활동을 금지하고 수업 단축 또는 휴업을 합니다. ※ 실외학습, 운동경기 등을 중지하거나 연기합니다.","유치원생과 초등학생들의 실외 활동을 금지하고 수업 단축 또는 휴업을 합니다. ※ 실외학습, 운동경기 등을 중지하거나 연기합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
342,낙뢰,황사발생 시 행동요령,"- 축사의 출입문과 창문을 닫아 황사 유입을 최소화하고, 외부의 공기와 접촉을 최대한 적게 합니다.","축사의 출입문과 창문을 닫아 황사 유입을 최소화하고, 외부의 공기와 접촉을 최대한 적게 합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
343,낙뢰,황사 사전준비,- 포장되지 않은 식품은 오염되지 않도록 위생용기 등에 넣습니다.,포장되지 않은 식품은 오염되지 않도록 위생용기 등에 넣습니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
344,낙뢰,황사가 지나간 후 행동요령,- 학교의 실내·외를 청소하여 먼지를 제거합니다.,학교의 실내·외를 청소하여 먼지를 제거합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
345,낙뢰,황사 사전준비,- 학생과 학부모를 대상으로 황사 피해예방 행동요령을 지도·홍보합니다.,학생과 학부모를 대상으로 황사 피해예방 행동요령을 지도·홍보합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
346,낙뢰,황사가 지나간 후 행동요령,- 학생들의 건강을 살펴서 감기·안질환자 등은 쉬게 하거나 일찍 귀가시킵니다.,학생들의 건강을 살펴서 감기·안질환자 등은 쉬게 하거나 일찍 귀가시킵니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
347,낙뢰,황사 사전준비,"- 학생들의 비상연락망을 사전에 점검하고, 연락체계를 유지해 둡니다.","학생들의 비상연락망을 사전에 점검하고, 연락체계를 유지해 둡니다.",낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
348,낙뢰,황사가 지나간 후 행동요령,- 황사 후 발생할 수 있는 전염병에 대한 예방접종을 실시하거나 식당 등에 대한 소독을 실시합니다.,황사 후 발생할 수 있는 전염병에 대한 예방접종을 실시하거나 식당 등에 대한 소독을 실시합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
349,낙뢰,황사가 지나간 후 행동요령,- 황사가 끝난 후 2주일 정도 질병의 발생 유무를 관찰합니다.,황사가 끝난 후 2주일 정도 질병의 발생 유무를 관찰합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
350,낙뢰,황사발생 시 행동요령,- 황사가 들어오지 못하도록 창문을 닫고 공기정화기와 가습기를 사용하여 실내공기를 쾌적하게 유지합니다.,황사가 들어오지 못하도록 창문을 닫고 공기정화기와 가습기를 사용하여 실내공기를 쾌적하게 유지합니다.,낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
351,낙뢰,황사 사전준비,- 황사가 실내로 들어오지 못하도록 창문 등을 점검합니다.,황사가 실내로 들어오지 못하도록 창문 등을 점검합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
352,낙뢰,황사가 지나간 후 행동요령,- 황사에 노출되어 오염된 물품은 충분히 세척 후 사용합니다.,황사에 노출되어 오염된 물품은 충분히 세척 후 사용합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
353,낙뢰,황사가 지나간 후 행동요령,- 황사에 노출된 가축의 몸에 묻은 황사를 털어낸 후 소독해 줍니다.,황사에 노출된 가축의 몸에 묻은 황사를 털어낸 후 소독해 줍니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
354,낙뢰,황사발생 시 행동요령,"- 황사에 노출된 채소, 과일, 생선 등 농수산물은 충분히 세척 후 요리합니다.","황사에 노출된 채소, 과일, 생선 등 농수산물은 충분히 세척 후 요리합니다.",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
355,낙뢰,황사 사전준비,- 휴업을 하는 경우 맞벌이부부 자녀에 대해서는 학교에서 자율학습을 하도록 합니다.,휴업을 하는 경우 맞벌이부부 자녀에 대해서는 학교에서 자율학습을 하도록 합니다.,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
356,낙뢰,황사가 지나간 후 행동요령,1. 일반 가정 및 식품취급 장소에서는 가족과 직원이 함께,1. 일반 가정 및 식품취급 장소에서는 가족과 직원이 함께,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
357,낙뢰,황사 사전준비,1. 일반 가정에서는 가족들과 함께,1. 일반 가정에서는 가족들과 함께,낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
358,낙뢰,황사가 지나간 후 행동요령,2. 학교 등 교육기관에서는 교직원들이 함께,2. 학교 등 교육기관에서는 교직원들이 함께,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
359,낙뢰,황사가 지나간 후 행동요령,3. 축사ㆍ시설원예 장소에서는 지역 주민들과 함께,3. 축사ㆍ시설원예 장소에서는 지역 주민들과 함께,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
360,낙뢰,황사발생 시 행동요령,"TV, 라디오, 인터넷 등에서 황사가 예보된 때에는 최대한 야외활동을 자제하고 주변의 독거노인 등 건강이 염려되는 분들의 지역 주민들과 함께 안부를 살펴봅니다","TV, 라디오, 인터넷 등에서 황사가 예보된 때에는 최대한 야외활동을 자제하고 주변의 독거노인 등 건강이 염려되는 분들의 지역 주민들과 함께 안부를 살펴봅니다",낙뢰 황사 황사발생 시 행동요령 낙뢰,자연재난 국민행동요령
361,낙뢰,황사 관련 상식,황사 경보 : 황사로 인해 1시간 평균 미세먼지(PM10) 농도가 800㎍/㎥ 이상이 2시간 이상 지속될 것으로 예상될 때,황사 경보 : 황사로 인해 1시간 평균 미세먼지(PM10) 농도가 800㎍/㎥ 이상이 2시간 이상 지속될 것으로 예상될 때,낙뢰 황사 황사 관련 상식 낙뢰,자연재난 국민행동요령
362,낙뢰,황사 관련 상식,"황사 정보 : 황사발생 가능성 및 황사에 대한 동태를 1일 4회 기상통보문을 통해 발표하며 황사 이동 경로, 유입 시점 및 황사 강도를 예측을 홈페이지 및 긴급방송으로 배포","황사 정보 : 황사발생 가능성 및 황사에 대한 동태를 1일 4회 기상통보문을 통해 발표하며 황사 이동 경로, 유입 시점 및 황사 강도를 예측을 홈페이지 및 긴급방송으로 배포",낙뢰 황사 황사 관련 상식 낙뢰,자연재난 국민행동요령
363,낙뢰,황사가 지나간 후 행동요령,황사가 지나간 후 실내·외 청소를 실시하고 먼지를 제거합니다. 학교 등에서는 민감자(어린이·노인 등)를 귀가 조치하고 축사·시설원예 시설은 소독을 실시합니다.,황사가 지나간 후 실내·외 청소를 실시하고 먼지를 제거합니다. 학교 등에서는 민감자(어린이·노인 등)를 귀가 조치하고 축사·시설원예 시설은 소독을 실시합니다.,낙뢰 황사 황사가 지나간 후 행동요령 낙뢰,자연재난 국민행동요령
364,낙뢰,황사 사전준비,"황사는 호흡기질환을 유발할 수 있으며, 심하면 사망에 이르게 할 수도 있습니다. 황사 피해가 최소화될 수 있도록 가족, 교직원, 지역 주민과 대처합니다.","황사는 호흡기질환을 유발할 수 있으며, 심하면 사망에 이르게 할 수도 있습니다. 황사 피해가 최소화될 수 있도록 가족, 교직원, 지역 주민과 대처합니다.",낙뢰 황사 황사 사전준비 낙뢰,자연재난 국민행동요령
365,낙뢰,황사 관련 상식,황사에 대한 특보 기준과 상식을 미리 알아두어 우리 주변에 발생될 수 있는 피해에 대비하도록 합니다.,황사에 대한 특보 기준과 상식을 미리 알아두어 우리 주변에 발생될 수 있는 피해에 대비하도록 합니다.,낙뢰 황사 황사 관련 상식 낙뢰,자연재난 국민행동요령
366,폭염,폭염발생 시,- 가축·어류 폐사 시 신속하게 방역기관에 신고하고 조치에 따릅니다.,가축·어류 폐사 시 신속하게 방역기관에 신고하고 조치에 따릅니다.,폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
367,폭염,폭염발생 시,"- 거동이 불편한 노인, 신체허약자, 환자 등을 남겨두고 장시간 외출할 경우에는 친인척, 이웃 등에 부탁하고 전화 등으로 수시로 안부를 확인합니다.","거동이 불편한 노인, 신체허약자, 환자 등을 남겨두고 장시간 외출할 경우에는 친인척, 이웃 등에 부탁하고 전화 등으로 수시로 안부를 확인합니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
368,폭염,폭염발생 시,"- 건설 현장 등 실외 작업장에서는 폭염안전수칙(물, 그늘, 휴식)을 항상 준수하고, 특히, 취약시간(오후 2~5시)에는 ‘무더위 휴식시간제’를 적극 시행합니다.","건설 현장 등 실외 작업장에서는 폭염안전수칙(물, 그늘, 휴식)을 항상 준수하고, 특히, 취약시간(오후 2~5시)에는 ‘무더위 휴식시간제’를 적극 시행합니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
369,폭염,폭염 사전준비,- 냉방기기를 사용하는 경우에는 실내ㆍ외 온도차를 5℃ 내외로 유지하여 냉방병을 예방하도록 합니다.(건강 실내 냉방온도는 26℃~28℃가 적당),냉방기기를 사용하는 경우에는 실내ㆍ외 온도차를 5℃ 내외로 유지하여 냉방병을 예방하도록 합니다.(건강 실내 냉방온도는 26℃~28℃가 적당),폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
370,폭염,폭염발생 시,- 냉방이 되지 않는 실내에서는 햇볕을 가리고 맞바람이 불도록 환기를 합니다.,냉방이 되지 않는 실내에서는 햇볕을 가리고 맞바람이 불도록 환기를 합니다.,폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
371,폭염,폭염발생 시,"- 냉방이 되지 않는 실내에서는 햇볕이 실내에 들어오지 않도록 하고, 환기가 잘 되도록 선풍기를 켜고 창문이나 출입문을 열어둡니다.","냉방이 되지 않는 실내에서는 햇볕이 실내에 들어오지 않도록 하고, 환기가 잘 되도록 선풍기를 켜고 창문이나 출입문을 열어둡니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
372,폭염,폭염 사전준비,"- 단수에 대비하여 생수를 준비하고, 생활용수는 욕조에 미리 받아 둡니다.","단수에 대비하여 생수를 준비하고, 생활용수는 욕조에 미리 받아 둡니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
373,폭염,폭염 사전준비,"- 더위로 인한 질병(땀띠, 열경련, 열사병, 울열증, 화상)에 대한 증상과 대처방법을 사전에 알아둡니다.","더위로 인한 질병(땀띠, 열경련, 열사병, 울열증, 화상)에 대한 증상과 대처방법을 사전에 알아둡니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
374,폭염,폭염 사전준비,"- 무더위에는 카페인이 들어간 음료나 주류는 삼가고, 생수나 이온음료를 마시는 것이 좋습니다.","무더위에는 카페인이 들어간 음료나 주류는 삼가고, 생수나 이온음료를 마시는 것이 좋습니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
375,폭염,폭염발생 시,"- 물을 많이 마시고, 카페인이 들어간 음료나 주류는 마시지 않습니다.","물을 많이 마시고, 카페인이 들어간 음료나 주류는 마시지 않습니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
376,폭염,폭염발생 시,"- 비닐하우스, 축사 천장 등에 물 분무 장치를 설치하여 복사열을 낮춥니다.","비닐하우스, 축사 천장 등에 물 분무 장치를 설치하여 복사열을 낮춥니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
377,폭염,폭염발생 시,"- 야외 행사, 스포츠경기 등 각종 외부 행사를 자제합니다.","야외 행사, 스포츠경기 등 각종 외부 행사를 자제합니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
378,폭염,폭염발생 시,"- 야외활동을 최대한 자제하고, 외출이 꼭 필요한 경우에는 창이 넓은 모자와 가벼운 옷차림을 하고 물병을 반드시 휴대합니다.","야외활동을 최대한 자제하고, 외출이 꼭 필요한 경우에는 창이 넓은 모자와 가벼운 옷차림을 하고 물병을 반드시 휴대합니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
379,폭염,폭염발생 시,"- 양식 어류는 꾸준히 관찰하고, 얼음을 넣는 등 수온 상승을 억제합니다.","양식 어류는 꾸준히 관찰하고, 얼음을 넣는 등 수온 상승을 억제합니다.",폭염 폭염 폭염발생 시 폭염,자연재난 국민행동요령
380,폭염,폭염 사전준비,"- 어린이, 노약자 등은 사전에 연락처를 확인하고 폭염 대처 상황을 꼼꼼하게 챙깁니다.","어린이, 노약자 등은 사전에 연락처를 확인하고 폭염 대처 상황을 꼼꼼하게 챙깁니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
381,폭염,폭염 사전준비,"- 어린이, 노약자, 심뇌혈관질환자 등 취약계층은 더위에 약하므로 건강관리에 더욱 유의해야 합니다.","어린이, 노약자, 심뇌혈관질환자 등 취약계층은 더위에 약하므로 건강관리에 더욱 유의해야 합니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
382,폭염,폭염 사전준비,"- 에어컨, 선풍기 등을 사용할 수 있도록 사전에 정비합니다.","에어컨, 선풍기 등을 사용할 수 있도록 사전에 정비합니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
383,폭염,폭염 사전준비,- 여름철 오후 2시에서 오후 5시 사이는 가장 더운 시간으로 실외 작업은 되도록 하지 않습니다.,여름철 오후 2시에서 오후 5시 사이는 가장 더운 시간으로 실외 작업은 되도록 하지 않습니다.,폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
384,폭염,폭염 사전준비,"- 여름철에는 TV, 라디오, 인터넷 등을 통해 무더위와 관련한 기상상황을 수시로 확인합니다.","여름철에는 TV, 라디오, 인터넷 등을 통해 무더위와 관련한 기상상황을 수시로 확인합니다.",폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
385,폭염,폭염 사전준비,- 여름철에는 음식이 쉽게 상할 수 있으므로 외부에 오랫동안 방치된 것은 먹지 않습니다.,여름철에는 음식이 쉽게 상할 수 있으므로 외부에 오랫동안 방치된 것은 먹지 않습니다.,폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
386,폭염,폭염 사전준비,- 오래된 주택은 변압기를 사전에 점검하여 과부하에 대비합니다.,오래된 주택은 변압기를 사전에 점검하여 과부하에 대비합니다.,폭염 폭염 폭염 사전준비 폭염,자연재난 국민행동요령
